Game Date,Game ID,Game Time,Arena,Arena City,Home Team Abbreviation,Home Conference,Home Division,Visiting Team Abbreviation,Visiting Conference,Visiting Division,Divisional Game,Conference Game
2025-04-11,0022401178,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,TOR,East,Atlantic,No,No
2025-04-11,0022401177,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,MIA,East,Southeast,No,No
2025-04-11,0022401176,8:00 pm ET,United Center,Chicago,CHI,East,Central,WAS,East,Southeast,No,Yes
2025-04-11,0022401175,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,CLE,East,Central,No,Yes
2025-04-11,0022401174,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,CHA,East,Southeast,No,Yes
2025-04-11,0022401173,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,ATL,East,Southeast,No,Yes
2025-04-11,0022401172,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,ORL,East,Southeast,No,Yes
2025-04-11,0022401179,9:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,BKN,East,Atlantic,No,No
2025-04-13,0022401200,3:30 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,PHX,West,Pacific,Yes,Yes
2025-04-13,0022401199,3:30 pm ET,Moda Center,Portland,POR,West,Northwest,LAL,West,Pacific,No,Yes
2025-04-13,0022401198,3:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,LAC,West,Pacific,Yes,Yes
2025-04-13,0022401197,3:30 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,TOR,East,Atlantic,No,No
2025-04-13,0022401196,3:30 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,OKC,West,Northwest,No,Yes
2025-04-13,0022401195,3:30 pm ET,Target Center,Minneapolis,MIN,West,Northwest,UTA,West,Northwest,Yes,Yes
2025-04-13,0022401191,1:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,CHI,East,Central,No,Yes
2025-04-13,0022401193,3:30 pm ET,Toyota Center,Houston,HOU,West,Southwest,DEN,West,Northwest,No,Yes
2025-04-13,0022401192,1:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,DET,East,Central,Yes,Yes
2025-04-13,0022401190,1:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,WAS,East,Southeast,Yes,Yes
2025-04-13,0022401189,1:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,IND,East,Central,Yes,Yes
2025-04-13,0022401188,1:00 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,NYK,East,Atlantic,Yes,Yes
2025-04-13,0022401187,1:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,CHA,East,Southeast,No,Yes
2025-04-13,0022401194,3:30 pm ET,FedExForum,Memphis,MEM,West,Southwest,DAL,West,Southwest,Yes,Yes
2025-04-13,0022401186,1:00 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,ORL,East,Southeast,Yes,Yes
